0,10.468749108725028
1,10.926195158763507
2,11.41992658011464
3,11.113738401328154
4,10.99097311692806
5,10.802997532498157
6,10.044206009492871
7,9.918253067477943
8,9.496188842939254
9,9.395032809438689
10,10.025403038809317
11,11.9172616480959
12,10.46417022231281
13,9.936650565657274
14,10.915830741131876
15,10.95140697830738
16,11.110094193735524
17,10.920056844454187
18,10.546965561235146
19,10.444258593005829
20,10.523661932402517
21,10.4444780217279
22,10.688561643868729
23,10.910829918730519
24,10.66823543269276
25,10.392527581411793
26,10.289898435036449
27,10.6995999712003
28,11.086869364253428
29,10.290816151739891
30,10.328232940802707
31,10.348143752163068
32,10.544194335216128
33,11.159351262885526
34,10.791875967241532
35,10.827502349019499
36,10.575615389013123
37,10.351751577605132
38,10.478758108558363
39,10.712231621013823
40,11.017800472142712
41,10.470056259077273
42,10.450835447250029
43,10.33027456438757
44,10.273337386035074
45,10.932323144996644
46,10.841654949283384
47,10.889983316928854
48,10.563335128607726
49,10.323464438355453
50,11.006005598360705
51,10.84145876462012
52,11.059988336701577
53,10.718733737282617
54,10.379137996925223
55,10.327098182120631
56,10.338428977707354
57,10.571808852033076
58,10.404534115828294
59,10.453243852373381
60,10.462860864373189
61,10.191904865597163
62,10.815270761512988
63,10.684669642126707
64,10.76612499531663
65,10.700212210727369
66,10.335033650973537
67,10.171298066566312
68,10.38383024483125
69,10.467877403058726
70,10.450835447250029
71,10.656479556243099
72,10.541847743847581
73,10.394086332552565
74,10.836157748237406
75,10.694085080152874
76,10.78809475522091
77,10.643440791656936
78,10.299064574923207
79,10.141229850419837
80,10.219187635248772
81,10.4345900074683
82,10.64136673407428
83,10.581317499169337
84,10.689585148552814
85,10.166543122503011
86,10.734735368516557
87,10.76311867725134
88,10.751269317472776
89,10.674612698639372
90,10.211213599856611
91,10.131387830048295
92,10.4164992279629
93,10.343628657169731
94,10.488305171029063
95,10.54078059317907
